Season,Week,Team,Score,Opponent,Win
2012,1,SHSR,126.5,OCTO,1
2012,2,DMPS,79.5,AFB,0
2012,2,ROBO,95.2,ATOM,1
2012,2,SLNH,128.5,FLUF,1
2012,2,SHSR,106.7,MEGA,1
2012,2,TGIF,108.5,OCTO,1
2012,2,MCHO,116.4,PHSH,1
2012,2,AFB,106.3,DMPS,1
2012,2,ATOM,68.9,ROBO,0
2012,2,FLUF,66.5,SLNH,0
2012,2,MEGA,63.7,SHSR,0
2012,2,OCTO,91.1,TGIF,0
2012,2,PHSH,90.6,MCHO,0
2012,3,FLUF,88.1,ROBO,0
2012,3,OCTO,72.2,MEGA,0
2012,3,PHSH,76.6,TGIF,0
2012,3,SLNH,106.2,DMPS,1
2012,3,ATOM,92.3,AFB,1
2012,3,MCHO,82.2,SHSR,1
2012,3,ROBO,104.3,FLUF,1
2012,3,MEGA,75.3,OCTO,1
2012,3,TGIF,82.8,PHSH,1
2012,3,DMPS,86,SLNH,0
2012,3,AFB,88.3,ATOM,0
2012,3,SHSR,67.1,MCHO,0
2012,4,FLUF,103.5,ATOM,1
2012,4,MEGA,85.2,MCHO,0
2012,4,AFB,115.7,SLNH,1
2012,4,PHSH,94.5,OCTO,1
2012,4,ROBO,98,DMPS,1
2012,4,TGIF,137.4,SHSR,1
2012,4,ATOM,77.3,FLUF,0
2012,4,MCHO,103.8,MEGA,1
2012,4,SLNH,85.2,AFB,0
2012,4,OCTO,77.7,PHSH,0
2012,4,DMPS,97.1,ROBO,0
2012,4,SHSR,70.7,TGIF,0
2012,5,DMPS,115.4,FLUF,1
2012,5,OCTO,121.5,MCHO,1
2012,5,ROBO,89.9,AFB,0
2012,5,SHSR,88,PHSH,1
2012,5,ATOM,63.4,SLNH,0
2012,5,TGIF,95.3,MEGA,1
2012,5,FLUF,86.6,DMPS,0
2012,5,MCHO,74.2,OCTO,0
2012,5,AFB,107.9,ROBO,1
2012,5,PHSH,85.4,SHSR,0
2012,5,SLNH,78.3,ATOM,1
2012,5,MEGA,70.4,TGIF,0
2012,6,OCTO,88.7,ATOM,1
2012,6,MEGA,128.3,AFB,1
2012,6,PHSH,77.9,FLUF,0
2012,6,SHSR,67.2,DMPS,0
2012,6,TGIF,81.8,ROBO,0
2012,6,MCHO,86,SLNH,1
2012,6,ATOM,70,OCTO,0
2012,6,AFB,87.8,MEGA,0
2012,6,FLUF,104.6,PHSH,1
2012,6,DMPS,79.3,SHSR,1
2012,6,ROBO,87,TGIF,1
2012,6,SLNH,64.5,MCHO,0
2012,7,DMPS,84.6,OCTO,0
2012,7,FLUF,110.2,MEGA,1
2012,7,AFB,66.6,TGIF,0
2012,7,ROBO,57.3,SHSR,0
2012,7,SLNH,38.1,PHSH,0
2012,7,ATOM,91.3,MCHO,0
2012,7,OCTO,98.3,DMPS,1
2012,7,MEGA,82.4,FLUF,0
2012,7,TGIF,104,AFB,1
2012,7,SHSR,91.9,ROBO,1
2012,7,PHSH,84.1,SLNH,1
2012,7,MCHO,101.7,ATOM,1
2012,8,OCTO,103.1,ROBO,1
2012,8,MEGA,89.9,SLNH,1
2012,8,PHSH,74.3,ATOM,0
2012,8,SHSR,134.7,AFB,1
2012,8,TGIF,56.9,FLUF,0
2012,8,MCHO,76.3,DMPS,0
2012,8,ROBO,55.8,OCTO,0
2012,8,SLNH,68.6,MEGA,0
2012,8,ATOM,95.9,PHSH,1
2012,8,AFB,101.9,SHSR,0
2012,8,FLUF,110.5,TGIF,1
2012,8,DMPS,89.4,MCHO,1
2012,9,DMPS,82.4,PHSH,0
2012,9,FLUF,130.1,SHSR,1
2012,9,AFB,91.2,OCTO,0
2012,9,ROBO,71.7,MCHO,1
2012,9,SLNH,95.5,TGIF,0
2012,9,ATOM,111,MEGA,1
2012,9,PHSH,129.4,DMPS,1
2012,9,SHSR,114.8,FLUF,0
2012,9,OCTO,102.6,AFB,1
2012,9,MCHO,67.2,ROBO,0
2012,9,TGIF,106.4,SLNH,1
2012,9,MEGA,101.6,ATOM,0
2012,10,OCTO,127.4,FLUF,1
2012,10,MEGA,82.2,DMPS,0
2012,10,PHSH,58.6,ROBO,0
2012,10,SHSR,88.7,SLNH,1
2012,10,TGIF,78.9,ATOM,1
2012,10,MCHO,102.4,AFB,1
2012,10,FLUF,115.6,OCTO,0
2012,10,DMPS,114.5,MEGA,1
2012,10,ROBO,111,PHSH,1
2012,10,SLNH,85.9,SHSR,0
2012,10,ATOM,58.6,TGIF,0
2012,10,AFB,69.3,MCHO,0
2012,11,DMPS,104,TGIF,1
2012,11,FLUF,93,MCHO,1
2012,11,AFB,85.3,PHSH,0
2012,11,ROBO,82.4,MEGA,1
2012,11,SLNH,51.7,OCTO,0
2012,11,ATOM,57.2,SHSR,0
2012,11,TGIF,90.5,DMPS,0
2012,11,MCHO,90.9,FLUF,0
2012,11,PHSH,103.4,AFB,1
2012,11,MEGA,67.6,ROBO,0
2012,11,OCTO,105.8,SLNH,1
2012,11,SHSR,87.1,ATOM,1
2012,12,DMPS,100.4,SHSR,0
2012,12,FLUF,92.2,PHSH,0
2012,12,AFB,84.4,MEGA,0
2012,12,ROBO,83.8,TGIF,0
2012,12,SLNH,81.2,MCHO,0
2012,12,ATOM,50.9,OCTO,0
2012,12,SHSR,107.4,DMPS,1
2012,12,PHSH,111.5,FLUF,1
2012,12,MEGA,85.7,AFB,1
2012,12,TGIF,110.7,ROBO,1
2012,12,MCHO,100.1,SLNH,1
2012,12,OCTO,141.9,ATOM,1
2012,13,OCTO,148.5,DMPS,1
2012,13,MEGA,82.3,FLUF,0
2012,13,PHSH,85.4,SLNH,1
2012,13,SHSR,74.7,ROBO,0
2012,13,TGIF,80.6,AFB,0
2012,13,MCHO,87.1,ATOM,1
2012,13,DMPS,78,OCTO,0
2012,13,FLUF,120,MEGA,1
2012,13,SLNH,70.9,PHSH,0
2012,13,ROBO,92.8,SHSR,1
2012,13,AFB,96,TGIF,1
2012,13,ATOM,66.6,MCHO,0
2012,14,DMPS,117,MCHO,1
2012,14,FLUF,81.4,TGIF,1
2012,14,AFB,88.8,SHSR,0
2012,14,ROBO,103.2,OCTO,0
2012,14,SLNH,72,MEGA,0
2012,14,ATOM,67.4,PHSH,0
2012,14,MCHO,103.3,DMPS,0
2012,14,TGIF,74.3,FLUF,0
2012,14,SHSR,102.6,AFB,1
2012,14,OCTO,142.2,ROBO,1
2012,14,MEGA,96.6,SLNH,1
2012,14,PHSH,83.7,ATOM,1
2011,1,DMPS,64.2,OCTO,0
2011,1,ROBO,65.6,SLNH,0
2011,1,MCHO,72.2,TGIF,0
2011,1,AFB,88,FLUF,0
2011,1,SHSR,88.5,ATOM,0
2011,1,FLUF,90.1,AFB,1
2011,1,SLNH,91.3,ROBO,1
2011,1,ATOM,97.3,SHSR,1
2011,1,PHSH,98.1,MEGA,0
2011,1,MEGA,118.4,PHSH,1
2011,1,TGIF,126.3,MCHO,1
2011,1,OCTO,131.1,DMPS,1
2011,2,DMPS,85.9,AFB,0
2011,2,ROBO,103.8,ATOM,0
2011,2,SLNH,64.8,FLUF,0
2011,2,SHSR,126.1,MEGA,0
2011,2,TGIF,111.4,OCTO,0
2011,2,MCHO,93,PHSH,1
2011,2,AFB,116.9,DMPS,1
2011,2,ATOM,108.7,ROBO,1
2011,2,FLUF,146.7,SLNH,1
2011,2,MEGA,128.3,SHSR,1
2011,2,OCTO,121.9,TGIF,1
2011,2,PHSH,77.8,MCHO,0
2011,3,FLUF,105.6,ROBO,1
2011,3,OCTO,88.6,MEGA,1
2011,3,PHSH,92.6,TGIF,0
2011,3,SLNH,78.5,DMPS,1
2011,3,ATOM,64.7,AFB,0
2011,3,MCHO,109.1,SHSR,1
2011,3,ROBO,68.4,FLUF,0
2011,3,MEGA,85.5,OCTO,0
2011,3,TGIF,107.1,PHSH,1
2011,3,DMPS,66.7,SLNH,0
2011,3,AFB,115.9,ATOM,1
2011,3,SHSR,96.1,MCHO,0
2011,4,FLUF,85,ATOM,0
2011,4,MEGA,94,MCHO,0
2011,4,AFB,72.2,SLNH,0
2011,4,PHSH,145.4,OCTO,1
2011,4,ROBO,88.8,DMPS,0
2011,4,TGIF,80.8,SHSR,0
2011,4,ATOM,101,FLUF,1
2011,4,MCHO,132.3,MEGA,1
2011,4,SLNH,123.2,AFB,1
2011,4,OCTO,114.2,PHSH,0
2011,4,DMPS,111.7,ROBO,1
2011,4,SHSR,114.7,TGIF,1
2011,5,DMPS,75.3,FLUF,1
2011,5,OCTO,82.1,MCHO,0
2011,5,ROBO,67.3,AFB,0
2011,5,SHSR,114.5,PHSH,1
2011,5,ATOM,58,SLNH,0
2011,5,TGIF,101.4,MEGA,1
2011,5,FLUF,51.8,DMPS,0
2011,5,MCHO,115.8,OCTO,1
2011,5,AFB,119.5,ROBO,1
2011,5,PHSH,98.4,SHSR,0
2011,5,SLNH,130.6,ATOM,1
2011,5,MEGA,98.3,TGIF,0
2011,6,OCTO,101,ATOM,1
2011,6,MEGA,106.6,AFB,1
2011,6,PHSH,54.6,FLUF,0
2011,6,SHSR,98.1,DMPS,1
2011,6,TGIF,59.9,ROBO,0
2011,6,MCHO,89.5,SLNH,1
2011,6,ATOM,77.8,OCTO,0
2011,6,AFB,96.8,MEGA,0
2011,6,FLUF,95.4,PHSH,1
2011,6,DMPS,92.9,SHSR,0
2011,6,ROBO,116.4,TGIF,1
2011,6,SLNH,55.3,MCHO,0
2011,7,DMPS,89.9,OCTO,1
2011,7,FLUF,60,MEGA,0
2011,7,AFB,49.3,TGIF,0
2011,7,ROBO,97.8,SHSR,1
2011,7,SLNH,56.8,PHSH,0
2011,7,ATOM,80.7,MCHO,0
2011,7,OCTO,75.5,DMPS,0
2011,7,MEGA,69.4,FLUF,1
2011,7,TGIF,143.3,AFB,1
2011,7,SHSR,71.8,ROBO,0
2011,7,PHSH,101.6,SLNH,1
2011,7,MCHO,111.8,ATOM,1
2011,8,OCTO,96.1,ROBO,1
2011,8,MEGA,92.2,SLNH,1
2011,8,PHSH,70.1,ATOM,1
2011,8,SHSR,115.4,AFB,1
2011,8,TGIF,107.1,FLUF,1
2011,8,MCHO,98.2,DMPS,1
2011,8,ROBO,85.1,OCTO,0
2011,8,SLNH,62.4,MEGA,0
2011,8,ATOM,40.8,PHSH,0
2011,8,AFB,79.4,SHSR,0
2011,8,FLUF,95.8,TGIF,0
2011,8,DMPS,76.4,MCHO,0
2011,9,DMPS,59.8,PHSH,0
2011,9,FLUF,81.5,SHSR,0
2011,9,AFB,111.6,OCTO,1
2011,9,ROBO,89,MCHO,1
2011,9,SLNH,84.4,TGIF,0
2011,9,ATOM,84.6,MEGA,0
2011,9,PHSH,88.1,DMPS,1
2011,9,SHSR,117.9,FLUF,1
2011,9,OCTO,86.9,AFB,0
2011,9,MCHO,88.9,ROBO,0
2011,9,TGIF,133,SLNH,1
2011,9,MEGA,94.4,ATOM,1
2011,10,OCTO,108.4,FLUF,1
2011,10,MEGA,78.2,DMPS,0
2011,10,PHSH,74.7,ROBO,0
2011,10,SHSR,109.3,SLNH,1
2011,10,TGIF,118.1,ATOM,1
2011,10,MCHO,98.9,AFB,1
2011,10,FLUF,99.2,OCTO,0
2011,10,DMPS,89.4,MEGA,1
2011,10,ROBO,91.3,PHSH,1
2011,10,SLNH,88.2,SHSR,0
2011,10,ATOM,49.9,TGIF,0
2011,10,AFB,78.2,MCHO,0
2011,11,DMPS,83,TGIF,1
2011,11,FLUF,91.5,MCHO,0
2011,11,AFB,111.4,PHSH,1
2011,11,ROBO,107.7,MEGA,1
2011,11,SLNH,100.4,OCTO,1
2011,11,ATOM,54.2,SHSR,0
2011,11,TGIF,48.4,DMPS,0
2011,11,MCHO,92.9,FLUF,1
2011,11,PHSH,80.8,AFB,0
2011,11,MEGA,83.8,ROBO,0
2011,11,OCTO,81.8,SLNH,0
2011,11,SHSR,95.6,ATOM,1
2011,12,DMPS,74.5,SHSR,0
2011,12,FLUF,80.1,PHSH,0
2011,12,AFB,90.2,MEGA,1
2011,12,ROBO,78.8,TGIF,0
2011,12,SLNH,84.4,MCHO,0
2011,12,ATOM,90.1,OCTO,1
2011,12,SHSR,94.3,DMPS,1
2011,12,PHSH,108.6,FLUF,1
2011,12,MEGA,74.4,AFB,0
2011,12,TGIF,105.2,ROBO,1
2011,12,MCHO,118.9,SLNH,1
2011,12,OCTO,63.3,ATOM,0
2011,13,OCTO,98.4,DMPS,1
2011,13,MEGA,88.7,FLUF,0
2011,13,PHSH,121.5,SLNH,0
2011,13,SHSR,95.1,ROBO,1
2011,13,TGIF,84.6,AFB,0
2011,13,MCHO,81.6,ATOM,1
2011,13,DMPS,80.5,OCTO,0
2011,13,FLUF,117,MEGA,1
2011,13,SLNH,145.2,PHSH,1
2011,13,ROBO,64.9,SHSR,0
2011,13,AFB,122.3,TGIF,1
2011,13,ATOM,65.7,MCHO,0
2010,1,DMPS,55,ATOM,0
2010,1,MEGA,63,AFB,0
2010,1,ATOM,66,DMPS,1
2010,1,PHSH,69,LL,0
2010,1,AFB,69,MEGA,1
2010,1,SHSR,74,TGIF,0
2010,1,LL,78,PHSH,1
2010,1,TGIF,82,SHSR,1
2010,1,ROBO,97,OCTO,0
2010,1,OCTO,107,ROBO,1
2010,2,OCTO,103,ATOM,1
2010,2,SHSR,58,MEGA,0
2010,2,ATOM,53,OCTO,0
2010,2,DMPS,113,TGIF,1
2010,2,TGIF,90,DMPS,0
2010,2,ROBO,81,LL,0
2010,2,MEGA,128,SHSR,1
2010,2,PHSH,67,AFB,1
2010,2,AFB,64,PHSH,0
2010,2,LL,91,ROBO,1
2010,3,OCTO,144,TGIF,1
2010,3,SHSR,86,DMPS,1
2010,3,ATOM,101,LL,1
2010,3,DMPS,70,SHSR,0
2010,3,TGIF,65,OCTO,0
2010,3,ROBO,79,AFB,0
2010,3,MEGA,105,PHSH,1
2010,3,PHSH,76,MEGA,0
2010,3,AFB,116,ROBO,1
2010,3,LL,60,ATOM,0
2010,4,OCTO,91,SHSR,0
2010,4,SHSR,137,OCTO,1
2010,4,ATOM,49,TGIF,0
2010,4,DMPS,87,PHSH,0
2010,4,TGIF,52,ATOM,1
2010,4,ROBO,74,MEGA,0
2010,4,MEGA,94,ROBO,1
2010,4,PHSH,124,DMPS,1
2010,4,AFB,63,LL,0
2010,4,LL,68,AFB,1
2010,5,OCTO,104,DMPS,0
2010,5,SHSR,91,ATOM,0
2010,5,ATOM,96,SHSR,1
2010,5,DMPS,114,OCTO,1
2010,5,TGIF,133,AFB,1
2010,5,ROBO,65,PHSH,1
2010,5,MEGA,61,LL,0
2010,5,PHSH,60,ROBO,0
2010,5,AFB,53,TGIF,0
2010,5,LL,83,MEGA,1
2010,6,OCTO,74,AFB,0
2010,6,SHSR,73,ROBO,1
2010,6,ATOM,70,MEGA,0
2010,6,DMPS,89,LL,1
2010,6,TGIF,75,PHSH,0
2010,6,ROBO,63,SHSR,0
2010,6,MEGA,89,ATOM,1
2010,6,PHSH,97,TGIF,1
2010,6,AFB,95,OCTO,1
2010,6,LL,78,DMPS,0
2010,7,OCTO,114,PHSH,0
2010,7,SHSR,56,AFB,0
2010,7,ATOM,66,ROBO,0
2010,7,DMPS,98,MEGA,0
2010,7,TGIF,54,LL,0
2010,7,ROBO,86,ATOM,1
2010,7,MEGA,103,DMPS,1
2010,7,PHSH,151,OCTO,1
2010,7,AFB,103,SHSR,1
2010,7,LL,81,TGIF,1
2010,8,OCTO,71,LL,1
2010,8,SHSR,97,PHSH,0
2010,8,ATOM,57,AFB,0
2010,8,DMPS,65,ROBO,0
2010,8,TGIF,96,MEGA,1
2010,8,ROBO,88,DMPS,1
2010,8,MEGA,62,TGIF,0
2010,8,PHSH,98,SHSR,1
2010,8,AFB,79,ATOM,1
2010,8,LL,64,OCTO,0
2010,9,OCTO,117,DMPS,1
2010,9,SHSR,95,ATOM,1
2010,9,ATOM,94,SHSR,0
2010,9,DMPS,110,OCTO,0
2010,9,TGIF,72,ROBO,0
2010,9,ROBO,99,TGIF,1
2010,9,MEGA,75,AFB,0
2010,9,PHSH,98,LL,1
2010,9,AFB,104,MEGA,1
2010,9,LL,45,PHSH,0
2010,10,OCTO,54,MEGA,0
2010,10,SHSR,71,TGIF,0
2010,10,ATOM,84,DMPS,0
2010,10,DMPS,122,ATOM,1
2010,10,TGIF,87,SHSR,1
2010,10,ROBO,62,LL,0
2010,10,MEGA,125,OCTO,1
2010,10,PHSH,128,AFB,1
2010,10,AFB,102,PHSH,0
2010,10,LL,109,ROBO,1
2010,11,OCTO,118,ATOM,1
2010,11,SHSR,91,LL,1
2010,11,ATOM,94,OCTO,0
2010,11,DMPS,126,TGIF,1
2010,11,TGIF,83,DMPS,0
2010,11,ROBO,86,AFB,0
2010,11,MEGA,87,PHSH,1
2010,11,PHSH,84,MEGA,0
2010,11,AFB,127,ROBO,1
2010,11,LL,66,SHSR,0
2010,12,OCTO,82,TGIF,0
2010,12,SHSR,54,DMPS,0
2010,12,ATOM,40,PHSH,0
2010,12,DMPS,123,SHSR,1
2010,12,TGIF,89,OCTO,1
2010,12,ROBO,151,MEGA,1
2010,12,MEGA,85,ROBO,0
2010,12,PHSH,98,ATOM,1
2010,12,AFB,136,LL,1
2010,12,LL,67,AFB,0
2010,13,OCTO,104,SHSR,1
2010,13,SHSR,79,OCTO,0
2010,13,ATOM,62,TGIF,0
2010,13,DMPS,103,AFB,1
2010,13,TGIF,92,ATOM,1
2010,13,ROBO,99,PHSH,0
2010,13,MEGA,71,LL,0
2010,13,PHSH,116,ROBO,1
2010,13,AFB,74,DMPS,0
2010,13,LL,91,MEGA,1
